Name,Structure,DataType,Shape,Size
screenSelect_min,Dataset,int32,"(1,)",1.0
secondLamp,Dataset,int16,"(1,)",1.0
secondLamp_max,Dataset,int16,"(1,)",1.0
secondLamp_min,Dataset,int16,"(1,)",1.0
sigmaSet1,Dataset,float64,"(1,)",1.0
sigmaSet2,Dataset,float64,"(1,)",1.0
superCycleNb,Dataset,int32,"(1,)",1.0
userImageSelection,Dataset,Unknown Type,"(1,)",1.0
userImageSelectionNumber,Dataset,int16,"(1,)",1.0
videoGain,Dataset,int32,"(1,)",1.0
TT41.BTV.412442,Group,,,
Acquisition,Dataset,|S98,(),1.0
Image,Dataset,|S92,(),1.0
TT43.BPM.430010,Group,,,
Acquisition,Group,,,
horAvePos,Dataset,float32,"(1,)",1.0
horPos,Dataset,float32,"(12,)",12.0
posOK,Dataset,Unknown Type,"(0,)",0.0
sigma,Dataset,int32,"(12,)",12.0
sigmaAvePos,Dataset,float32,"(1,)",1.0
spsExtraction,Dataset,bool,(),1.0
spsExtractionIndex,Dataset,int32,"(1,)",1.0
verAvePos,Dataset,float32,"(1,)",1.0
verPos,Dataset,float32,"(12,)",12.0
TT43.BPM.430028,Group,,,
Acquisition,Group,,,
horAvePos,Dataset,float32,"(1,)",1.0
horPos,Dataset,float32,"(12,)",12.0
posOK,Dataset,Unknown Type,"(0,)",0.0
sigma,Dataset,int32,"(12,)",12.0
sigmaAvePos,Dataset,float32,"(1,)",1.0
spsExtraction,Dataset,bool,(),1.0
spsExtractionIndex,Dataset,int32,"(1,)",1.0
verAvePos,Dataset,float32,"(1,)",1.0
verPos,Dataset,float32,"(12,)",12.0
TT43.BPM.430039,Group,,,
Acquisition,Group,,,
horAvePos,Dataset,float32,"(1,)",1.0
horPos,Dataset,float32,"(12,)",12.0
posOK,Dataset,Unknown Type,"(0,)",0.0
sigma,Dataset,int32,"(12,)",12.0
sigmaAvePos,Dataset,float32,"(1,)",1.0
spsExtraction,Dataset,bool,(),1.0
spsExtractionIndex,Dataset,int32,"(1,)",1.0
verAvePos,Dataset,float32,"(1,)",1.0
verPos,Dataset,float32,"(12,)",12.0
TT43.BPM.430103,Group,,,
Acquisition,Group,,,
horAvePos,Dataset,float32,"(1,)",1.0
horPos,Dataset,float32,"(12,)",12.0
posOK,Dataset,Unknown Type,"(0,)",0.0
sigma,Dataset,int32,"(12,)",12.0
sigmaAvePos,Dataset,float32,"(1,)",1.0
spsExtraction,Dataset,bool,(),1.0
spsExtractionIndex,Dataset,int32,"(1,)",1.0
verAvePos,Dataset,float32,"(1,)",1.0
verPos,Dataset,float32,"(12,)",12.0
TT43.BPM.430129,Group,,,
Acquisition,Group,,,
horAvePos,Dataset,float32,"(1,)",1.0
horPos,Dataset,float32,"(12,)",12.0
posOK,Dataset,Unknown Type,"(0,)",0.0
sigma,Dataset,int32,"(12,)",12.0
sigmaAvePos,Dataset,float32,"(1,)",1.0
spsExtraction,Dataset,bool,(),1.0
spsExtractionIndex,Dataset,int32,"(1,)",1.0
verAvePos,Dataset,float32,"(1,)",1.0
verPos,Dataset,float32,"(12,)",12.0
TT43.BPM.430203,Group,,,
Acquisition,Group,,,
horAvePos,Dataset,float32,"(1,)",1.0
horPos,Dataset,float32,"(12,)",12.0
posOK,Dataset,Unknown Type,"(0,)",0.0
sigma,Dataset,int32,"(12,)",12.0
sigmaAvePos,Dataset,float32,"(1,)",1.0
spsExtraction,Dataset,bool,(),1.0
spsExtractionIndex,Dataset,int32,"(1,)",1.0
verAvePos,Dataset,float32,"(1,)",1.0
verPos,Dataset,float32,"(12,)",12.0
TT43.BPM.430308,Group,,,
Acquisition,Group,,,
horAvePos,Dataset,float32,"(1,)",1.0
horPos,Dataset,float32,"(12,)",12.0
posOK,Dataset,Unknown Type,"(0,)",0.0
sigma,Dataset,int32,"(12,)",12.0
sigmaAvePos,Dataset,float32,"(1,)",1.0
spsExtraction,Dataset,bool,(),1.0
spsExtractionIndex,Dataset,int32,"(1,)",1.0
verAvePos,Dataset,float32,"(1,)",1.0
verPos,Dataset,float32,"(12,)",12.0
VGP.412400,Group,,,
PR,Group,,,
value,Dataset,float32,"(1,)",1.0
VGP.412423,Group,,,
PR,Group,,,
value,Dataset,float32,"(1,)",1.0
VTUAwake2Fc,Group,,,
ModeAcq,Group,,,
pdcOutDelay,Dataset,int16,"(1,)",1.0
NormalModeAcq,Group,,,
b_offline,Dataset,int64,"(1,)",1.0
VTUAwake2Frep,Group,,,
ModeAcq,Group,,,
pdcOutDelay,Dataset,int16,"(1,)",1.0
NormalModeAcq,Group,,,
b_offline,Dataset,int64,"(1,)",1.0
VTUAwake3FT0,Group,,,
ModeAcq,Group,,,
pdcOutDelay,Dataset,int16,"(1,)",1.0
NormalModeAcq,Group,,,
b_offline,Dataset,int64,"(1,)",1.0
VTUAwake3FT1,Group,,,
ModeAcq,Group,,,
pdcOutDelay,Dataset,int16,"(1,)",1.0
NormalModeAcq,Group,,,
b_offline,Dataset,int64,"(1,)",1.0
VVGF.412400,Group,,,
StartCounterSt,Group,,,
value,Dataset,int32,"(1,)",1.0
State,Group,,,
value,Dataset,int16,"(1,)",1.0
VVGF.412423,Group,,,
StartCounterSt,Group,,,
value,Dataset,int32,"(1,)",1.0
State,Group,,,
value,Dataset,int16,"(1,)",1.0
XMPP-STREAK,Group,,,
StreakImage,Group,,,
streakImageBinning,Dataset,|S5,"(1,)",1.0
streakImageData,Dataset,int32,"(344064,)",344064.0
streakImageExposureTime,Dataset,|S5,"(1,)",1.0
streakImageHeight,Dataset,int64,"(1,)",1.0
streakImageInfo,Dataset,|S2768,"(1,)",1.0
streakImageMcpGain,Dataset,int64,"(1,)",1.0
streakImageMode,Dataset,|S7,"(1,)",1.0
streakImageProjection,Dataset,float32,"(512,)",512.0
streakImageTime,Dataset,|S12,"(1,)",1.0
streakImageTimeRange,Dataset,|S4,"(1,)",1.0
streakImageTimeValues,Dataset,float64,"(512,)",512.0
streakImageTrigLevel,Dataset,float32,"(1,)",1.0
streakImageWidth,Dataset,int64,"(1,)",1.0
XUCL-SPECTRO,Group,,,
BinningSetting,Group,,,
hbin,Dataset,int32,"(1,)",1.0
hend,Dataset,int32,"(1,)",1.0
hstart,Dataset,int32,"(1,)",1.0
readMode,Dataset,int32,"(1,)",1.0
vbin,Dataset,int32,"(1,)",1.0
vend,Dataset,int32,"(1,)",1.0
vstart,Dataset,int32,"(1,)",1.0
CameraAcq,Dataset,|S93,(),1.0
CameraSettings,Group,,,
ddgGateDelay,Dataset,int64,"(1,)",1.0
ddgGateDelay_max,Dataset,int64,"(1,)",1.0
ddgGateDelay_min,Dataset,int64,"(1,)",1.0
ddgGateWidth,Dataset,int64,"(1,)",1.0
ddgGateWidth_max,Dataset,int64,"(1,)",1.0
ddgGateWidth_min,Dataset,int64,"(1,)",1.0
enableDDGIntelligate,Dataset,bool,(),1.0
enableFan,Dataset,bool,(),1.0
enableFastTrigger,Dataset,bool,(),1.0
exposureTime,Dataset,float32,"(1,)",1.0
mcpGain,Dataset,int32,"(1,)",1.0
mcpGain_max,Dataset,int32,"(1,)",1.0
mcpGain_min,Dataset,int32,"(1,)",1.0
preampGainIndex,Dataset,int32,"(1,)",1.0
preampGainIndex_max,Dataset,int32,"(1,)",1.0
preampGainIndex_min,Dataset,int32,"(1,)",1.0
targetShutDownTemperature,Dataset,int32,"(1,)",1.0
targetShutDownTemperature_max,Dataset,int32,"(1,)",1.0
targetShutDownTemperature_min,Dataset,int32,"(1,)",1.0
targetTemperature,Dataset,int32,"(1,)",1.0
targetTemperature_max,Dataset,int32,"(1,)",1.0
targetTemperature_min,Dataset,int32,"(1,)",1.0
triggerEdge,Dataset,int32,"(1,)",1.0
triggerTermination,Dataset,bool,(),1.0
triggerThreshold,Dataset,float32,"(1,)",1.0
CameraSettingsStatus,Dataset,|S104,(),1.0
ImageAcq,Dataset,|S92,(),1.0
awake.XAWAVS_BEAML_TT_AVG,Group,,,
PosSt,Group,,,
value,Dataset,float64,"(1,)",1.0
awake.XAWAVS_DE_TT_AVG,Group,,,
PosSt,Group,,,
value,Dataset,float64,"(1,)",1.0
awake.XAWAVS_DF_TT_AVG,Group,,,
PosSt,Group,,,
value,Dataset,float64,"(1,)",1.0
awake.XAWAVS_DJ_PV236,Group,,,
StsReg01,Group,,,
value,Dataset,int32,"(1,)",1.0
awake.XAWAVS_UE_TT_AVG,Group,,,
PosSt,Group,,,
value,Dataset,float64,"(1,)",1.0
awake.XAWAVS_UF_TT_AVG,Group,,,
PosSt,Group,,,
value,Dataset,float64,"(1,)",1.0
awake.XAWAVS_UJ_PV136,Group,,,
StsReg01,Group,,,
value,Dataset,int32,"(1,)",1.0
awake.XAWAVS_VX_TT_AVG,Group,,,
PosSt,Group,,,
value,Dataset,float64,"(1,)",1.0
AwakeEventInfo,Group,,,
configurationVersionNumber,Dataset,int32,(),1.0
eventNumber,Dataset,int32,(),1.0
runNumber,Dataset,int32,(),1.0
timestamp,Dataset,int64,(),1.0
__DATA_TYPES__,Group,,,
